"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2013,"N","SB",188996.67167895,1268,1545,1579,1669,1791,2157
2014,"N","SB",83461.09682169,2350,2714,2783,2785,2840,3393
2015,"N","SB",135525.79475892,2433,2804,2886,2874,2915,3147
2016,"N","SB",53449.66639953,2085,2609,2767,2712,2863,3016
2017,"N","SB",143766.10451835,2524,3221,3344,3273,3368,3789
2006,"N","AL",564875.48829717,1743,2067,2172,2157,2249,2344
2007,"N","AL",402840.43221636,1491,1914,1983,1945,2009,2702
2008,"N","AL",91432.48334454,1431,1742,1775,1776,1869,2047
2009,"N","AL",62270.38263321,1884,2194,2206,2218,2223,2325
2010,"N","AL",111784.72359762,1642,1888,1888,1935,1908,2469
2011,"N","AL",37674.64677744,1265,1576,1730,1723,1897,2015
2012,"N","AL",17601.15823047,938.1,1173,1192,1200,1252,1337
2013,"N","AL",100282.09632165,489.3,916.9,1276,1114,1276,1520
2014,"N","AL",144806.25753171,2196,2429,2475,2464,2525,2575
2015,"N","AL",69852.59352261,1212,1755,1840,1822,1923,1988
2016,"N","AL",45058.54289553,1295,1580,1614,1600,1641,1825
2017,"N","AL",128959.62495354,1672,1911,1963,1960,1985,2154
2006,"Y","MZ",61580979.8451132,1826,11250,11330,11280,11480,11860
2007,"Y","MZ",84260639.2322553,4519,10750,11030,10950,11090,11290
2008,"Y","MZ",99982322.06083,5650,13020,13040,13020,13090,13200
2009,"Y","MZ",111529777.556411,4799,13460,13490,13480,13540,13680
2010,"Y","MZ",90070399.0337398,2875,11780,11920,11870,12000,12790
2011,"Y","MZ",97022882.576314,4697,11550,11630,11620,11690,11890
2012,"Y","MZ",79328886.4049107,3034,10750,10840,10780,10940,11520
2013,"Y","MZ",71500794.8595666,2792,11920,11990,11950,12090,12680
2014,"Y","MZ",77486973.4488127,3467,12010,12100,12110,12270,12640
2015,"Y","MZ",84167792.9919638,6242,12980,13130,13080,13280,13410
2016,"Y","MZ",94734472.0997429,4213,12790,12900,12920,12980,13350
2017,"Y","MZ",101043419.813238,4069,13560,13600,13560,13640,13840
2006,"Y","WH",1243792.20431106,1596,4717,4758,4723,4860,4958
2007,"Y","WH",468146.3256531,2935,3133,3133,3143,3159,3337
2008,"Y","WH",373064.54126031,582.6,4036,4150,3630,4561,4625
2009,"Y","WH",1441293.01624872,3821,4547,4561,4535,4600,4788
2010,"Y","WH",881250.17599863,4452,4633,4633,4737,4991,5147
2011,"Y","WH",240951.96435114,1736,4474,4772,4576,4772,4966
2012,"Y","WH",1511874.57488778,3835,4302,4326,4342,4405,4680
2013,"Y","WH",1142424.96115032,1458,4241,4288,4210,4289,4728
2014,"Y","WH",2403112.71878397,991.5,4065,4120,4233,4405,5065
2015,"Y","WH",1773943.5188313,330.8,1598,1616,2186,2988,3327
2016,"Y","WH",3833815.07643597,4228,4482,4669,4585,4680,5160
2017,"Y","WH",1524133.65022947,1010,4527,4647,4571,4680,5335
2006,"Y","SG",4250364.34543209,4342,5771,5812,5815,5883,6009
2007,"Y","SG",672095.84769657,3579,5773,5779,5798,5830,5954
2008,"Y","SG",975709.95097347,4964,5881,5894,5914,5903,6182
2009,"Y","SG",654442.01971434,5101,6288,6298,6290,6300,6328
2010,"Y","SG",859181.52403053,4246,5785,5847,5835,5888,5958
2011,"Y","SG",838874.3116347,5075,5477,5538,5532,5540,5737
2012,"Y","SG",884701.65019401,3397,5494,5627,5551,5639,5662
2013,"Y","SG",5336743.02085134,2962,5589,5687,5630,5741,5944
2014,"Y","SG",7770150.34358859,4148,6068,6102,6113,6162,6484
2015,"Y","SG",7518624.53537862,4527,6001,6031,6013,6062,6216
2016,"Y","SG",6738090.51487644,4093,5835,5903,5878,5919,6047
2017,"Y","SG",3451468.55613543,5196,5891,5940,5919,5965,6096
2006,"Y","SB",881328.59874234,3398,3606,3643,3640,3689,3714
2007,"Y","SB",2209056.93476577,3264,3471,3494,3501,3520,3595
2008,"Y","SB",4877848.97859276,2572,3758,3774,3783,3828,3844
2009,"Y","SB",6036284.81115378,2743,3950,3968,3967,3996,4012
2010,"Y","SB",8050868.21740815,2137,3569,3620,3611,3648,3710
2011,"Y","SB",5374912.28202,2448,3485,3512,3512,3549,3669
2012,"Y","SB",4125812.98575636,1662,3373,3383,3407,3468,3627
2013,"Y","SB",4978479.76212735,1458,3486,3541,3525,3561,3684
2014,"Y","SB",2879338.73373369,2596,3826,3852,3856,3923,4041
2015,"Y","SB",4243096.13906574,2590,3738,3744,3754,3759,3901
2016,"Y","SB",2562704.42147811,2675,3614,3672,3645,3680,3749
2017,"Y","SB",4162169.709306,2923,3803,3821,3808,3824,3845
2006,"Y","AL",1127212.04786022,3055,3246,3262,3263,3292,3299
2007,"Y","AL",977749.90193628,1853,3307,3313,3326,3362,3395
2008,"Y","AL",978859.01798793,1755,3367,3484,3427,3503,3505
2009,"Y","AL",390701.7464148,2211,3396,3397,3405,3400,3452
2010,"Y","AL",861366.30289227,2173,3298,3340,3323,3367,3377
2011,"Y","AL",772187.83543719,3089,3211,3224,3239,3277,3310
2012,"Y","AL",444110.99076621,1252,2921,2930,2960,3039,3049
2013,"Y","AL",782099.8732971,593.6,2871,2959,2940,3102,3117
2014,"Y","AL",921300.61565628,2439,3362,3396,3375,3397,3434
2015,"Y","AL",519782.35051089,1741,3193,3204,3090,3217,3300
2016,"Y","AL",406584.69915807,1347,3132,3147,3107,3188,3217
2017,"Y","AL",544393.75675338,1902,3174,3212,3187,3223,3252
