"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2013,"N","SB",184069.76942754,1268,1545,1579,1626,1712,2157
2014,"N","SB",83457.78125067,2350,2714,2783,2785,2840,3393
2015,"N","SB",135525.24117387,2433,2804,2886,2874,2915,3147
2016,"N","SB",53449.66639872,2085,2609,2767,2712,2863,3016
2017,"N","SB",143766.10450314,2524,3221,3344,3273,3368,3789
2006,"N","AL",564875.48829717,1743,2067,2172,2157,2249,2344
2007,"N","AL",402840.43221636,1491,1914,1983,1945,2009,2702
2008,"N","AL",91430.92850526,1431,1742,1775,1776,1869,2047
2009,"N","AL",62270.38263321,1884,2194,2206,2218,2223,2325
2010,"N","AL",111784.72359762,1642,1888,1888,1935,1908,2469
2011,"N","AL",37670.2106238,1265,1576,1730,1722,1897,2015
2012,"N","AL",17601.15822957,938.1,1173,1192,1200,1252,1337
2013,"N","AL",92115.78399549,489.3,899.1,1134,1024,1134,1520
2014,"N","AL",144799.04931246,2196,2429,2475,2464,2525,2575
2015,"N","AL",69852.26063763,1212,1755,1840,1822,1923,1988
2016,"N","AL",45058.54289427,1295,1580,1614,1600,1641,1825
2017,"N","AL",128959.61991534,1672,1911,1963,1960,1985,2154
2006,"Y","MZ",60843303.6441106,1826,11060,11250,11140,11450,11860
2007,"Y","MZ",82589167.3794699,4519,10590,10820,10730,10850,11240
2008,"Y","MZ",98155992.8828195,5650,12710,12790,12780,12910,13200
2009,"Y","MZ",109731105.169632,4860,13260,13290,13270,13380,13590
2010,"Y","MZ",87673367.1556296,2875,11400,11600,11560,11780,12590
2011,"Y","MZ",95676371.2147321,4697,11300,11520,11460,11670,11890
2012,"Y","MZ",74880729.0573848,3034,10150,10240,10180,10350,11090
2013,"Y","MZ",70048519.9765102,2792,11690,11810,11710,11890,12340
2014,"Y","MZ",76337783.7213758,3467,11810,11920,11930,12130,12640
2015,"Y","MZ",83376183.4995602,6242,12850,12950,12960,13150,13380
2016,"Y","MZ",92723874.6151105,4213,12470,12610,12640,12780,13340
2017,"Y","MZ",100872751.824641,4069,13530,13580,13540,13620,13830
2006,"Y","WH",1243712.32603551,1596,4717,4758,4723,4860,4958
2007,"Y","WH",468150.17185305,2935,3133,3133,3143,3159,3337
2008,"Y","WH",369601.07866308,582.6,4036,4150,3596,4471,4516
2009,"Y","WH",1422513.92214315,3821,4547,4561,4535,4582,4788
2010,"Y","WH",881254.2838104,4452,4633,4633,4737,4991,5147
2011,"Y","WH",240866.81763093,1736,4474,4772,4575,4772,4966
2012,"Y","WH",1517009.48137782,3835,4303,4328,4345,4409,4680
2013,"Y","WH",1134290.19235284,1458,4218,4240,4180,4271,4698
2014,"Y","WH",2398425.9133239,549.6,4065,4120,4225,4405,5065
2015,"Y","WH",1773608.03215092,330.8,1598,1616,2185,2988,3327
2016,"Y","WH",3833877.10843143,4229,4482,4669,4585,4680,5160
2017,"Y","WH",1524103.60637889,1010,4527,4647,4571,4680,5335
2006,"Y","SG",4174697.28262995,4342,5655,5682,5712,5814,6003
2007,"Y","SG",655979.61421854,3579,5606,5664,5659,5694,5950
2008,"Y","SG",960645.62712636,4964,5766,5797,5823,5849,6075
2009,"Y","SG",643942.8269676,5835,6183,6193,6200,6230,6306
2010,"Y","SG",834539.54293602,4246,5564,5687,5668,5756,5898
2011,"Y","SG",821554.6062096,4876,5356,5405,5417,5435,5748
2012,"Y","SG",850887.55749096,3397,5358,5436,5369,5465,5467
2013,"Y","SG",5046812.67079683,2962,5260,5373,5324,5455,5698
2014,"Y","SG",7650939.12039072,4148,5962,6005,6019,6082,6444
2015,"Y","SG",7439061.44663325,4527,5947,5964,5949,5995,6131
2016,"Y","SG",6614992.46822247,4093,5710,5738,5771,5847,5969
2017,"Y","SG",3422318.91617862,5196,5862,5884,5869,5916,6039
2006,"Y","SB",865699.91426826,3267,3544,3569,3576,3642,3712
2007,"Y","SB",2150648.73494064,3163,3381,3406,3408,3435,3588
2008,"Y","SB",4729250.03958018,2571,3640,3646,3667,3733,3844
2009,"Y","SB",5889452.3787285,2743,3835,3855,3870,3925,3999
2010,"Y","SB",7781746.45802931,2137,3421,3486,3491,3543,3692
2011,"Y","SB",5244564.40200846,2448,3373,3400,3427,3468,3670
2012,"Y","SB",3929747.68051416,1662,3178,3211,3245,3347,3582
2013,"Y","SB",4745064.34472958,1458,3322,3384,3360,3432,3574
2014,"Y","SB",2840118.53671872,2596,3764,3781,3804,3895,4005
2015,"Y","SB",4187701.02339,2590,3685,3692,3705,3731,3850
2016,"Y","SB",2518024.92276393,2675,3542,3597,3581,3622,3706
2017,"Y","SB",4119641.2801791,2923,3749,3784,3769,3792,3838
2006,"Y","AL",1113861.90235815,3008,3193,3220,3225,3268,3281
2007,"Y","AL",961176.47845653,1853,3242,3252,3270,3318,3354
2008,"Y","AL",949259.13247602,1755,3275,3375,3323,3389,3427
2009,"Y","AL",380604.39903693,2211,3287,3295,3317,3375,3442
2010,"Y","AL",842241.41454231,2173,3208,3261,3249,3295,3323
2011,"Y","AL",741455.08039953,2834,3040,3163,3110,3176,3187
2012,"Y","AL",419705.73628578,1252,2687,2703,2797,2950,2974
2013,"Y","AL",709824.04432722,593.6,2496,2743,2668,2828,2957
2014,"Y","AL",910219.90642515,2439,3326,3348,3335,3367,3413
2015,"Y","AL",502942.89998727,1741,3075,3100,2990,3102,3215
2016,"Y","AL",397122.78321045,1347,3022,3058,3035,3154,3205
2017,"Y","AL",526543.62263577,1902,3047,3119,3082,3120,3152
