"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2015,"Y","WH",1774861.17753519,330.8,1598,1616,2187,2988,3327
2016,"Y","WH",3833819.55728631,4228,4482,4669,4585,4680,5160
2017,"Y","WH",1524133.69579998,1010,4527,4647,4571,4680,5335
2006,"Y","SG",4298392.7598411,4342,5848,5869,5881,5925,6009
2007,"Y","SG",684256.66223355,3579,5881,5907,5903,5949,5968
2008,"Y","SG",989719.2822051,4964,5968,5994,5999,6027,6175
2009,"Y","SG",656600.03292834,5101,6306,6314,6311,6323,6334
2010,"Y","SG",866562.69228282,4246,5861,5890,5885,5912,5989
2011,"Y","SG",846608.69947203,5076,5546,5578,5583,5597,5733
2012,"Y","SG",894631.27763133,3397,5540,5665,5613,5672,5711
2013,"Y","SG",5482335.57538014,2962,5774,5796,5784,5804,5988
2014,"Y","SG",7882465.5012555,4148,6181,6206,6201,6224,6503
2015,"Y","SG",7507163.00713824,4527,5986,6008,6004,6044,6253
2016,"Y","SG",6792870.61940895,4093,5916,5931,5926,5954,6048
2017,"Y","SG",3456845.07167385,5196,5917,5942,5928,5963,6104
2006,"Y","SB",890554.04669691,3529,3649,3694,3678,3707,3714
2007,"Y","SB",2247680.77562619,3484,3548,3563,3562,3576,3589
2008,"Y","SB",4916554.78424265,2556,3810,3813,3813,3831,3846
2009,"Y","SB",6063363.36549792,2743,3975,3988,3985,3998,4019
2010,"Y","SB",8115821.74345203,2137,3618,3641,3640,3667,3717
2011,"Y","SB",5417633.78471385,2449,3516,3533,3540,3580,3659
2012,"Y","SB",4235196.00246201,1662,3475,3501,3498,3537,3629
2013,"Y","SB",5072521.90714002,1458,3562,3592,3592,3600,3783
2014,"Y","SB",2921341.62679047,2596,3893,3927,3913,3956,4064
2015,"Y","SB",4246012.49407254,2590,3746,3748,3757,3752,3924
2016,"Y","SB",2577759.55481763,2675,3618,3695,3666,3716,3763
2017,"Y","SB",4162219.05633912,2923,3806,3817,3808,3823,3855
2006,"Y","AL",1142842.62592089,3165,3309,3311,3309,3319,3329
2007,"Y","AL",991856.53213614,1853,3371,3373,3374,3387,3404
2008,"Y","AL",989827.28034525,1755,3451,3490,3465,3494,3495
2009,"Y","AL",394378.45298406,2211,3433,3436,3437,3442,3457
2010,"Y","AL",873014.74911126,2173,3357,3373,3368,3374,3400
2011,"Y","AL",773281.01408976,3096,3221,3250,3243,3264,3273
2012,"Y","AL",461896.60466178,1252,3053,3084,3079,3125,3162
2013,"Y","AL",831216.17481678,593.6,3145,3180,3124,3181,3212
2014,"Y","AL",927927.88307514,2439,3407,3409,3399,3414,3457
2015,"Y","AL",529051.40433387,1741,3258,3276,3145,3291,3337
2016,"Y","AL",406649.90082402,1347,3132,3138,3108,3179,3227
2017,"Y","AL",545101.21527075,1902,3168,3201,3191,3227,3295
