"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2013,"N","SB",183046.27814568,1268,1545,1579,1617,1696,2157
2014,"N","SB",83457.69108021,2350,2714,2783,2785,2840,3393
2015,"N","SB",135525.15624924,2433,2804,2886,2874,2915,3147
2016,"N","SB",53449.66639917,2085,2609,2767,2712,2863,3016
2017,"N","SB",143766.10449855,2524,3221,3344,3273,3368,3789
2006,"N","AL",564875.48829717,1743,2067,2172,2157,2249,2344
2007,"N","AL",402840.43221636,1491,1914,1983,1945,2009,2702
2008,"N","AL",91427.55633063,1431,1742,1775,1776,1869,2047
2009,"N","AL",62270.38263321,1884,2194,2206,2218,2223,2325
2010,"N","AL",111784.72359762,1642,1888,1888,1935,1908,2469
2011,"N","AL",37664.16295221,1265,1576,1730,1722,1896,2015
2012,"N","AL",17601.15823047,938.1,1173,1192,1200,1252,1337
2013,"N","AL",91092.83232429,489.3,830.5,1094,1012,1112,1520
2014,"N","AL",144800.32049343,2196,2429,2475,2464,2525,2575
2015,"N","AL",69852.22385841,1212,1755,1840,1822,1923,1988
2016,"N","AL",45058.5428904,1295,1580,1614,1600,1641,1825
2017,"N","AL",128959.61710662,1672,1911,1963,1960,1985,2154
2006,"Y","MZ",61091776.4078717,1826,11160,11290,11190,11450,11860
2007,"Y","MZ",83961439.7992906,4519,10770,10950,10910,11060,11240
2008,"Y","MZ",99389785.8828961,5649,12920,12960,12940,13020,13200
2009,"Y","MZ",111253353.414966,4799,13430,13480,13450,13530,13650
2010,"Y","MZ",88992998.9154663,2875,11640,11760,11730,11870,12780
2011,"Y","MZ",97246735.0883742,4697,11590,11670,11650,11730,11900
2012,"Y","MZ",77787068.8321377,3034,10570,10610,10570,10750,11440
2013,"Y","MZ",70514118.5563465,2792,11790,11860,11790,11960,12580
2014,"Y","MZ",77056388.2492901,3467,11970,12060,12040,12160,12640
2015,"Y","MZ",83915299.6045073,6242,12940,13050,13040,13260,13390
2016,"Y","MZ",94229226.0177628,4213,12730,12830,12850,12990,13350
2017,"Y","MZ",101046790.907586,4069,13560,13600,13560,13640,13840
2006,"Y","WH",1243733.4002205,1596,4717,4758,4723,4860,4958
2007,"Y","WH",468148.47302349,2935,3133,3133,3143,3159,3337
2008,"Y","WH",371548.67471091,582.6,4017,4148,3615,4535,4615
2009,"Y","WH",1440470.3789808,3821,4547,4561,4533,4590,4788
2010,"Y","WH",881251.1200008,4452,4633,4633,4737,4991,5147
2011,"Y","WH",240860.69240067,1736,4461,4772,4575,4772,4966
2012,"Y","WH",1513903.02686352,3836,4304,4331,4348,4410,4680
2013,"Y","WH",1140061.2138351,1458,4237,4279,4201,4290,4704
2014,"Y","WH",2399353.922448,573.3,4065,4120,4226,4405,5065
2015,"Y","WH",1773559.22233113,330.8,1598,1616,2185,2988,3327
2016,"Y","WH",3833832.23069625,4228,4482,4669,4585,4680,5160
2017,"Y","WH",1524088.99895571,1010,4527,4647,4571,4680,5335
2006,"Y","SG",4161025.6618869,4342,5640,5677,5693,5787,6009
2007,"Y","SG",666218.937717,3579,5728,5744,5747,5764,5955
2008,"Y","SG",972580.34898441,4964,5840,5884,5895,5915,6136
2009,"Y","SG",650888.0958438,5101,6246,6263,6256,6264,6327
2010,"Y","SG",849657.41766711,4246,5685,5799,5771,5854,5954
2011,"Y","SG",831120.87910392,5062,5419,5457,5481,5511,5746
2012,"Y","SG",870055.96928859,3397,5495,5518,5459,5534,5550
2013,"Y","SG",5120608.92653385,2962,5289,5393,5402,5572,5843
2014,"Y","SG",7752999.13759206,4148,6057,6085,6099,6144,6461
2015,"Y","SG",7490714.60743893,4527,5983,6012,5991,6032,6152
2016,"Y","SG",6680051.78278014,4093,5779,5806,5828,5871,6032
2017,"Y","SG",3434267.99964582,5196,5869,5907,5890,5947,6107
2006,"Y","SB",863857.64794707,3243,3510,3555,3568,3649,3714
2007,"Y","SB",2184849.20977911,3157,3424,3444,3463,3507,3597
2008,"Y","SB",4828564.60803,2571,3725,3730,3744,3809,3847
2009,"Y","SB",5984655.18459165,2743,3902,3927,3933,3979,4002
2010,"Y","SB",7914770.4378015,2137,3464,3565,3550,3627,3704
2011,"Y","SB",5325569.1127107,2447,3447,3485,3480,3531,3672
2012,"Y","SB",4015392.01644204,1662,3266,3275,3316,3405,3614
2013,"Y","SB",4847738.8254075,1458,3380,3446,3433,3498,3610
2014,"Y","SB",2865682.8702144,2596,3808,3845,3838,3901,4012
2015,"Y","SB",4222223.47788408,2590,3715,3725,3736,3750,3885
2016,"Y","SB",2547228.17204271,2675,3602,3635,3623,3660,3735
2017,"Y","SB",4157294.7957246,2923,3794,3815,3803,3824,3846
2006,"Y","AL",1121876.23118643,3060,3237,3251,3248,3273,3281
2007,"Y","AL",970383.14053596,1853,3277,3278,3301,3342,3366
2008,"Y","AL",957781.5289434,1754,3312,3406,3353,3416,3423
2009,"Y","AL",385860.6454968,2211,3340,3349,3363,3353,3444
2010,"Y","AL",849571.3312353,2173,3237,3277,3278,3330,3340
2011,"Y","AL",762114.96557262,2934,3152,3216,3197,3235,3272
2012,"Y","AL",425537.16952338,1252,2785,2798,2836,2910,2937
2013,"Y","AL",731282.19813585,593.6,2545,2851,2749,2924,3074
2014,"Y","AL",919796.58309645,2439,3368,3386,3370,3393,3429
2015,"Y","AL",510940.20487851,1741,3114,3167,3038,3179,3268
2016,"Y","AL",398274.21851976,1347,3006,3067,3044,3159,3194
2017,"Y","AL",540838.55469888,1902,3144,3190,3166,3214,3228
