"year","irrigated","crop","yield_total_kg","yield_min_kgha","yield_Q1_kgha","yield_median_kgha","yield_mean_kgha","yield_Q3_kgha","yield_max_kgha"
2013,"N","SB",185394.89560059,1268,1545,1579,1637,1763,2157
2014,"N","SB",83462.4215415,2350,2714,2783,2785,2840,3393
2015,"N","SB",135525.30471018,2433,2804,2886,2874,2915,3147
2016,"N","SB",53449.66639881,2085,2609,2767,2712,2863,3016
2017,"N","SB",143766.10449918,2524,3221,3344,3273,3368,3789
2006,"N","AL",564875.48829717,1743,2067,2172,2157,2249,2344
2007,"N","AL",402840.43221636,1491,1914,1983,1945,2009,2702
2008,"N","AL",94967.12774529,1431,1742,1775,1779,1872,2047
2009,"N","AL",62469.41057073,1884,2194,2206,2218,2223,2325
2010,"N","AL",111784.72359483,1642,1888,1888,1935,1908,2469
2011,"N","AL",37661.50839573,1265,1576,1730,1722,1897,2015
2012,"N","AL",17601.15822444,938.1,1173,1192,1200,1252,1337
2013,"N","AL",96503.82742332,489.3,870,1213,1072,1213,1520
2014,"N","AL",144802.25101296,2196,2429,2475,2464,2525,2575
2015,"N","AL",69852.45019707,1212,1755,1840,1822,1923,1988
2016,"N","AL",45058.54289445,1295,1580,1614,1600,1641,1825
2017,"N","AL",128959.61785272,1672,1911,1963,1960,1985,2154
2006,"Y","MZ",58483456.0374147,1826,10610,10810,10710,10990,11840
2007,"Y","MZ",81205726.9235633,4519,10350,10620,10550,10670,11180
2008,"Y","MZ",98493824.3386569,12310,12800,12870,12880,12960,13200
2009,"Y","MZ",108847302.106052,12280,13140,13180,13170,13260,13590
2010,"Y","MZ",84325683.1547683,2875,10920,11110,11110,11250,12560
2011,"Y","MZ",96543408.4748355,4697,11520,11560,11560,11720,11880
2012,"Y","MZ",75201805.3162428,3034,10200,10320,10220,10420,11100
2013,"Y","MZ",69743344.6580403,2792,11620,11760,11660,11900,12340
2014,"Y","MZ",75336297.0099728,3467,11620,11790,11770,11970,12640
2015,"Y","MZ",82622944.0275214,6242,12720,12870,12840,13050,13380
2016,"Y","MZ",90050021.9218356,4213,12120,12260,12280,12560,13330
2017,"Y","MZ",100495620.769901,4069,13470,13540,13490,13570,13800
2006,"Y","WH",1243273.3499016,1596,4717,4753,4721,4860,4958
2007,"Y","WH",468155.30294394,2935,3133,3133,3143,3159,3337
2008,"Y","WH",344698.00632333,582.6,4036,4121,4246,4581,4623
2009,"Y","WH",1012636.61470476,4218,4547,4561,4524,4563,4788
2010,"Y","WH",882148.86891594,4452,4633,4633,4737,4991,5147
2011,"Y","WH",239670.46547568,1736,4461,4726,4552,4767,4948
2012,"Y","WH",1520466.51645324,3855,4280,4338,4349,4411,4686
2013,"Y","WH",1135385.26182936,1458,4226,4248,4184,4282,4711
2014,"Y","WH",2399404.62151467,590.5,4065,4120,4226,4405,5065
2015,"Y","WH",1773834.71426946,330.8,1598,1616,2186,2988,3327
2016,"Y","WH",3833861.75435997,4228,4483,4669,4585,4680,5160
2017,"Y","WH",1523949.91783047,1010,4525,4647,4570,4680,5335
2006,"Y","SG",4076090.04096594,4342,5532,5551,5577,5672,5981
2007,"Y","SG",643857.20818578,3579,5546,5552,5554,5561,5942
2008,"Y","SG",952785.79857603,5430,5751,5775,5779,5787,6049
2009,"Y","SG",637989.87824028,5773,6129,6143,6143,6148,6306
2010,"Y","SG",810788.50489365,4246,5367,5573,5513,5640,5828
2011,"Y","SG",815806.59430212,4743,5310,5363,5380,5420,5716
2012,"Y","SG",833109.14502369,3397,5268,5335,5275,5360,5457
2013,"Y","SG",5004359.90715537,2962,5143,5303,5280,5497,5686
2014,"Y","SG",7582503.35950137,4148,5898,5960,5965,6020,6333
2015,"Y","SG",7382867.5703061,4527,5875,5908,5905,5951,6111
2016,"Y","SG",6521009.14319805,4093,5599,5715,5689,5742,5876
2017,"Y","SG",3395877.4534572,5196,5773,5831,5824,5893,6025
2006,"Y","SB",845284.258206,3147,3468,3472,3491,3554,3702
2007,"Y","SB",2083105.02685914,3042,3266,3281,3301,3337,3577
2008,"Y","SB",4688404.88388129,2572,3600,3603,3636,3713,3831
2009,"Y","SB",5804882.733807,3525,3787,3793,3816,3869,3995
2010,"Y","SB",7574260.14744795,2137,3363,3401,3397,3494,3667
2011,"Y","SB",5200915.00816071,2448,3360,3376,3399,3435,3628
2012,"Y","SB",3857026.1783328,1662,3130,3163,3185,3274,3580
2013,"Y","SB",4630091.98411944,1458,3193,3325,3279,3398,3550
2014,"Y","SB",2786329.45153647,2596,3663,3735,3732,3799,3923
2015,"Y","SB",4125681.82978938,2590,3624,3639,3650,3680,3820
2016,"Y","SB",2461040.87855904,2675,3458,3509,3500,3539,3643
2017,"Y","SB",4085631.05005665,2923,3729,3736,3738,3756,3838
2006,"Y","AL",1065680.37823932,2858,3050,3066,3085,3136,3150
2007,"Y","AL",937941.61824504,1853,3162,3165,3191,3238,3271
2008,"Y","AL",930578.56720083,3183,3212,3329,3279,3347,3353
2009,"Y","AL",380030.80724415,3266,3293,3296,3314,3303,3396
2010,"Y","AL",819055.02657087,2173,3115,3156,3160,3220,3253
2011,"Y","AL",724835.90094417,2723,2956,3105,3040,3112,3192
2012,"Y","AL",417642.06396636,1252,2743,2760,2784,2857,2878
2013,"Y","AL",699195.35295441,593.6,2512,2636,2628,2863,2880
2014,"Y","AL",900406.53675225,2439,3284,3315,3299,3337,3381
2015,"Y","AL",491659.76192238,1741,2985,3007,2923,3039,3225
2016,"Y","AL",368871.03616113,1347,2773,2808,2819,2948,2989
2017,"Y","AL",515417.2561584,1902,2975,3059,3017,3063,3096
